GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US08001008533,8001008533,"Census Tract 85.33, Adams County, Colorado",3074,146,1475,166,1599,205
1400000US08001008534,8001008534,"Census Tract 85.34, Adams County, Colorado",1399,51,1246,91,153,78
1400000US08001008535,8001008535,"Census Tract 85.35, Adams County, Colorado",1203,76,844,160,359,142
1400000US08001008536,8001008536,"Census Tract 85.36, Adams County, Colorado",832,84,730,92,102,54
1400000US08001008537,8001008537,"Census Tract 85.37, Adams County, Colorado",1737,179,1493,195,244,109
1400000US08001008538,8001008538,"Census Tract 85.38, Adams County, Colorado",1930,104,1794,112,136,66
1400000US08001008539,8001008539,"Census Tract 85.39, Adams County, Colorado",2773,143,2528,197,245,115
1400000US08001008540,8001008540,"Census Tract 85.40, Adams County, Colorado",2289,130,2179,136,110,81
1400000US08001008541,8001008541,"Census Tract 85.41, Adams County, Colorado",1581,103,1529,106,52,43
1400000US08001008542,8001008542,"Census Tract 85.42, Adams County, Colorado",2198,143,1917,191,281,116
1400000US08001008543,8001008543,"Census Tract 85.43, Adams County, Colorado",2469,149,1886,165,583,134
1400000US08001008544,8001008544,"Census Tract 85.44, Adams County, Colorado",1373,100,1301,111,72,56
1400000US08001008545,8001008545,"Census Tract 85.45, Adams County, Colorado",2179,78,1919,110,260,102
1400000US08001008546,8001008546,"Census Tract 85.46, Adams County, Colorado",1048,64,814,115,234,97
1400000US08001008547,8001008547,"Census Tract 85.47, Adams County, Colorado",1156,53,856,96,300,97
1400000US08001008548,8001008548,"Census Tract 85.48, Adams County, Colorado",526,48,399,68,127,60
1400000US08001008549,8001008549,"Census Tract 85.49, Adams County, Colorado",1330,66,1011,109,319,100
1400000US08001008550,8001008550,"Census Tract 85.50, Adams County, Colorado",2557,129,2347,148,210,86
1400000US08001008551,8001008551,"Census Tract 85.51, Adams County, Colorado",335,36,264,72,71,76
1400000US08001008603,8001008603,"Census Tract 86.03, Adams County, Colorado",769,49,317,72,452,77
1400000US08001008604,8001008604,"Census Tract 86.04, Adams County, Colorado",1169,60,660,98,509,88
1400000US08001008605,8001008605,"Census Tract 86.05, Adams County, Colorado",1305,74,830,109,475,113
1400000US08001008606,8001008606,"Census Tract 86.06, Adams County, Colorado",2172,116,1183,160,989,167
1400000US08001008705,8001008705,"Census Tract 87.05, Adams County, Colorado",1467,102,940,113,527,126
1400000US08001008706,8001008706,"Census Tract 87.06, Adams County, Colorado",1546,112,861,113,685,123
1400000US08001008709,8001008709,"Census Tract 87.09, Adams County, Colorado",2409,169,1009,217,1400,249
1400000US08001008801,8001008801,"Census Tract 88.01, Adams County, Colorado",1421,89,835,97,586,107
1400000US08001008802,8001008802,"Census Tract 88.02, Adams County, Colorado",1201,76,741,111,460,101
1400000US08001008901,8001008901,"Census Tract 89.01, Adams County, Colorado",728,45,439,63,289,69
1400000US08001009001,8001009001,"Census Tract 90.01, Adams County, Colorado",1500,65,942,122,558,117
1400000US08001009002,8001009002,"Census Tract 90.02, Adams County, Colorado",3192,146,1855,225,1337,197
1400000US08001009101,8001009101,"Census Tract 91.01, Adams County, Colorado",1326,76,969,115,357,109
1400000US08001009103,8001009103,"Census Tract 91.03, Adams County, Colorado",997,89,686,109,311,101
1400000US08001009104,8001009104,"Census Tract 91.04, Adams County, Colorado",1715,102,1160,133,555,114
1400000US08001009202,8001009202,"Census Tract 92.02, Adams County, Colorado",1320,75,858,113,462,101
1400000US08001009203,8001009203,"Census Tract 92.03, Adams County, Colorado",1446,117,98,30,1348,114
1400000US08001009204,8001009204,"Census Tract 92.04, Adams County, Colorado",2434,150,1268,165,1166,167
1400000US08001009206,8001009206,"Census Tract 92.06, Adams County, Colorado",792,56,658,72,134,67
1400000US08001009207,8001009207,"Census Tract 92.07, Adams County, Colorado",1568,73,854,112,714,118
1400000US08001009304,8001009304,"Census Tract 93.04, Adams County, Colorado",2176,89,1270,166,906,152
1400000US08001009306,8001009306,"Census Tract 93.06, Adams County, Colorado",1197,74,951,123,246,100
1400000US08001009307,8001009307,"Census Tract 93.07, Adams County, Colorado",1215,78,660,89,555,85
1400000US08001009308,8001009308,"Census Tract 93.08, Adams County, Colorado",1331,86,738,156,593,147
1400000US08001009309,8001009309,"Census Tract 93.09, Adams County, Colorado",1342,98,655,94,687,127
1400000US08001009310,8001009310,"Census Tract 93.10, Adams County, Colorado",1947,86,1026,126,921,124
1400000US08001009316,8001009316,"Census Tract 93.16, Adams County, Colorado",2010,158,1500,194,510,162
1400000US08001009318,8001009318,"Census Tract 93.18, Adams County, Colorado",2167,129,836,160,1331,153
1400000US08001009319,8001009319,"Census Tract 93.19, Adams County, Colorado",855,89,480,78,375,81
1400000US08001009320,8001009320,"Census Tract 93.20, Adams County, Colorado",1108,87,455,101,653,100
1400000US08001009321,8001009321,"Census Tract 93.21, Adams County, Colorado",1418,119,759,101,659,110
1400000US08001009322,8001009322,"Census Tract 93.22, Adams County, Colorado",1394,110,1051,126,343,93
1400000US08001009323,8001009323,"Census Tract 93.23, Adams County, Colorado",1518,87,558,87,960,115
1400000US08001009325,8001009325,"Census Tract 93.25, Adams County, Colorado",2202,182,1204,194,998,182
1400000US08001009326,8001009326,"Census Tract 93.26, Adams County, Colorado",1066,75,793,90,273,83
1400000US08001009327,8001009327,"Census Tract 93.27, Adams County, Colorado",1608,112,1166,120,442,118
1400000US08001009401,8001009401,"Census Tract 94.01, Adams County, Colorado",1819,62,1254,102,565,92
1400000US08001009406,8001009406,"Census Tract 94.06, Adams County, Colorado",1755,60,1152,103,603,108
1400000US08001009407,8001009407,"Census Tract 94.07, Adams County, Colorado",1755,80,917,114,838,124
1400000US08001009408,8001009408,"Census Tract 94.08, Adams County, Colorado",1670,83,1353,113,317,78
1400000US08001009409,8001009409,"Census Tract 94.09, Adams County, Colorado",2133,121,1482,148,651,133
1400000US08001009410,8001009410,"Census Tract 94.10, Adams County, Colorado",1180,70,1128,80,52,44
1400000US08001009411,8001009411,"Census Tract 94.11, Adams County, Colorado",1228,63,766,102,462,91
1400000US08001009501,8001009501,"Census Tract 95.01, Adams County, Colorado",1130,62,703,96,427,100
1400000US08001009502,8001009502,"Census Tract 95.02, Adams County, Colorado",1289,62,963,120,326,104
1400000US08001009553,8001009553,"Census Tract 95.53, Adams County, Colorado",1059,84,583,97,476,105
1400000US08001009603,8001009603,"Census Tract 96.03, Adams County, Colorado",2159,140,1071,129,1088,183
1400000US08001009604,8001009604,"Census Tract 96.04, Adams County, Colorado",1934,107,885,117,1049,140
1400000US08001009606,8001009606,"Census Tract 96.06, Adams County, Colorado",995,100,284,68,711,111
1400000US08001009607,8001009607,"Census Tract 96.07, Adams County, Colorado",1788,94,817,107,971,141
1400000US08001009608,8001009608,"Census Tract 96.08, Adams County, Colorado",1224,147,1063,160,161,78
1400000US08001009751,8001009751,"Census Tract 97.51, Adams County, Colorado",1366,85,607,128,759,124
1400000US08001009752,8001009752,"Census Tract 97.52, Adams County, Colorado",1084,37,778,98,306,90
1400000US08001015000,8001015000,"Census Tract 150, Adams County, Colorado",1062,80,781,101,281,88
1400000US08001060000,8001060000,"Census Tract 600, Adams County, Colorado",1514,82,1424,115,90,85
1400000US08001060100,8001060100,"Census Tract 601, Adams County, Colorado",2205,134,1815,180,390,138
1400000US08001060200,8001060200,"Census Tract 602, Adams County, Colorado",1730,107,584,106,1146,127
1400000US08001061200,8001061200,"Census Tract 612, Adams County, Colorado",415,42,366,51,49,36
1400000US08001988700,8001988700,"Census Tract 9887, Adams County, Colorado",0,12,0,12,0,12
1400000US08005004951,8005004951,"Census Tract 49.51, Arapahoe County, Colorado",1048,94,112,57,936,98
1400000US08005004952,8005004952,"Census Tract 49.52, Arapahoe County, Colorado",1453,151,23,26,1430,151
1400000US08005005551,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",1140,67,476,105,664,96
1400000US08005005552,8005005552,"Census Tract 55.52, Arapahoe County, Colorado",1049,126,644,101,405,90
1400000US08005005553,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",1400,86,782,110,618,127
1400000US08005005611,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",1887,81,1558,108,329,106
1400000US08005005612,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",1513,57,971,72,542,69
1400000US08005005614,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",1288,44,1191,75,97,57
1400000US08005005619,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",1746,83,1386,105,360,94
1400000US08005005620,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",1697,78,838,119,859,109
1400000US08005005621,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",1151,54,1014,56,137,59
1400000US08005005622,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",962,59,685,43,277,51
1400000US08005005623,8005005623,"Census Tract 56.23, Arapahoe County, Colorado",1636,77,1367,92,269,77
1400000US08005005624,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",837,32,775,38,62,32
1400000US08005005625,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",1195,57,918,114,277,106
1400000US08005005626,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",1561,84,1108,107,453,106
1400000US08005005627,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",1796,66,1657,81,139,71
1400000US08005005628,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",2298,48,1638,152,660,153
1400000US08005005629,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",822,37,805,44,17,17
1400000US08005005630,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",2118,117,1935,141,183,102
1400000US08005005631,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",1213,47,1159,65,54,51
1400000US08005005632,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",1177,50,948,73,229,67
1400000US08005005633,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",1306,48,989,84,317,86
1400000US08005005634,8005005634,"Census Tract 56.34, Arapahoe County, Colorado",1553,89,1328,96,225,77
1400000US08005005635,8005005635,"Census Tract 56.35, Arapahoe County, Colorado",2017,75,1608,147,409,138
1400000US08005005636,8005005636,"Census Tract 56.36, Arapahoe County, Colorado",657,46,657,46,0,12
1400000US08005005700,8005005700,"Census Tract 57, Arapahoe County, Colorado",1672,149,579,86,1093,154
1400000US08005005800,8005005800,"Census Tract 58, Arapahoe County, Colorado",1143,88,780,110,363,101
1400000US08005005951,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",2319,151,575,161,1744,220
1400000US08005005952,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",1397,101,576,84,821,110
1400000US08005006000,8005006000,"Census Tract 60, Arapahoe County, Colorado",1302,79,642,79,660,91
1400000US08005006100,8005006100,"Census Tract 61, Arapahoe County, Colorado",1354,69,660,90,694,92
1400000US08005006200,8005006200,"Census Tract 62, Arapahoe County, Colorado",1251,94,909,102,342,92
1400000US08005006300,8005006300,"Census Tract 63, Arapahoe County, Colorado",1026,76,797,94,229,90
1400000US08005006400,8005006400,"Census Tract 64, Arapahoe County, Colorado",1247,74,799,79,448,90
1400000US08005006501,8005006501,"Census Tract 65.01, Arapahoe County, Colorado",1191,93,88,55,1103,107
1400000US08005006502,8005006502,"Census Tract 65.02, Arapahoe County, Colorado",1441,90,826,105,615,117
1400000US08005006601,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",2396,158,646,112,1750,188
1400000US08005006603,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",1386,73,1002,83,384,75
1400000US08005006604,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",1911,69,779,88,1132,119
1400000US08005006704,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",1466,78,1440,82,26,22
1400000US08005006705,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",619,44,564,53,55,46
1400000US08005006706,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",2052,82,1541,121,511,107
1400000US08005006707,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",1859,55,1443,105,416,98
1400000US08005006708,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",1950,60,1634,79,316,69
1400000US08005006709,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",2072,93,1876,89,196,93
1400000US08005006711,8005006711,"Census Tract 67.11, Arapahoe County, Colorado",1452,49,1360,58,92,44
1400000US08005006712,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",486,55,429,44,57,45
1400000US08005006713,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",711,46,0,12,711,46
1400000US08005006808,8005006808,"Census Tract 68.08, Arapahoe County, Colorado",1799,57,1673,80,126,60
1400000US08005006815,8005006815,"Census Tract 68.15, Arapahoe County, Colorado",1785,79,805,85,980,104
1400000US08005006854,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",1041,77,479,74,562,86
1400000US08005006855,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",1919,69,1496,110,423,95
1400000US08005006856,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",3201,188,1305,204,1896,220
1400000US08005006857,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",883,37,788,50,95,41
1400000US08005006858,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",2626,140,493,141,2133,176
1400000US08005007101,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",1908,85,1498,95,410,87
1400000US08005007103,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",558,46,512,57,46,32
1400000US08005007104,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",1564,89,1031,129,533,134
1400000US08005007105,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",1313,155,1144,162,169,91
1400000US08005007106,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",1528,129,1367,106,161,106
1400000US08005007107,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",1785,103,1426,104,359,105
1400000US08005007201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",1208,77,397,77,811,88
1400000US08005007202,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",1356,62,547,104,809,103
1400000US08005007301,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",871,84,171,57,700,98
1400000US08005007302,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",1607,109,317,74,1290,127
1400000US08005007400,8005007400,"Census Tract 74, Arapahoe County, Colorado",1608,60,773,91,835,105
1400000US08005007500,8005007500,"Census Tract 75, Arapahoe County, Colorado",784,49,456,73,328,70
1400000US08005007600,8005007600,"Census Tract 76, Arapahoe County, Colorado",1254,55,535,89,719,87
1400000US08005007702,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",1494,79,816,73,678,105
1400000US08005007703,8005007703,"Census Tract 77.03, Arapahoe County, Colorado",1569,89,739,104,830,125
1400000US08005007704,8005007704,"Census Tract 77.04, Arapahoe County, Colorado",1850,85,702,98,1148,125
1400000US08005015100,8005015100,"Census Tract 151, Arapahoe County, Colorado",1015,48,913,81,102,56
1400000US08005080000,8005080000,"Census Tract 800, Arapahoe County, Colorado",1267,77,628,87,639,101
1400000US08005080100,8005080100,"Census Tract 801, Arapahoe County, Colorado",1805,108,779,123,1026,145
1400000US08005080200,8005080200,"Census Tract 802, Arapahoe County, Colorado",1892,89,1302,113,590,108
1400000US08005080300,8005080300,"Census Tract 803, Arapahoe County, Colorado",2276,113,1514,181,762,201
1400000US08005080400,8005080400,"Census Tract 804, Arapahoe County, Colorado",2005,70,1560,116,445,109
1400000US08005080500,8005080500,"Census Tract 805, Arapahoe County, Colorado",1621,101,992,104,629,130
1400000US08005080600,8005080600,"Census Tract 806, Arapahoe County, Colorado",1799,102,692,132,1107,153
1400000US08005080700,8005080700,"Census Tract 807, Arapahoe County, Colorado",1784,110,1072,135,712,118
1400000US08005080800,8005080800,"Census Tract 808, Arapahoe County, Colorado",1026,70,494,86,532,96
1400000US08005080900,8005080900,"Census Tract 809, Arapahoe County, Colorado",1281,68,1000,100,281,87
1400000US08005081000,8005081000,"Census Tract 810, Arapahoe County, Colorado",2391,116,689,139,1702,171
1400000US08005081100,8005081100,"Census Tract 811, Arapahoe County, Colorado",2576,103,532,125,2044,166
1400000US08005081200,8005081200,"Census Tract 812, Arapahoe County, Colorado",1829,89,866,125,963,120
1400000US08005081300,8005081300,"Census Tract 813, Arapahoe County, Colorado",1011,78,650,92,361,95
1400000US08005081400,8005081400,"Census Tract 814, Arapahoe County, Colorado",1616,91,1195,99,421,98
1400000US08005081500,8005081500,"Census Tract 815, Arapahoe County, Colorado",2205,131,1792,161,413,116
1400000US08005081600,8005081600,"Census Tract 816, Arapahoe County, Colorado",1780,76,1130,115,650,115
1400000US08005081700,8005081700,"Census Tract 817, Arapahoe County, Colorado",966,46,901,59,65,45
1400000US08005081800,8005081800,"Census Tract 818, Arapahoe County, Colorado",1465,86,771,106,694,109
1400000US08005081900,8005081900,"Census Tract 819, Arapahoe County, Colorado",2321,172,1254,182,1067,203
1400000US08005082000,8005082000,"Census Tract 820, Arapahoe County, Colorado",1689,94,233,71,1456,108
1400000US08005082100,8005082100,"Census Tract 821, Arapahoe County, Colorado",2431,82,1090,145,1341,166
1400000US08005082200,8005082200,"Census Tract 822, Arapahoe County, Colorado",2184,110,1253,178,931,159
1400000US08005082300,8005082300,"Census Tract 823, Arapahoe County, Colorado",1425,51,771,115,654,112
1400000US08005082400,8005082400,"Census Tract 824, Arapahoe County, Colorado",1529,84,979,106,550,83
1400000US08005082500,8005082500,"Census Tract 825, Arapahoe County, Colorado",757,26,678,52,79,47
1400000US08005082600,8005082600,"Census Tract 826, Arapahoe County, Colorado",2070,124,755,175,1315,159
1400000US08005082700,8005082700,"Census Tract 827, Arapahoe County, Colorado",1142,74,978,85,164,81
1400000US08005082800,8005082800,"Census Tract 828, Arapahoe County, Colorado",1849,93,1482,157,367,134
1400000US08005082900,8005082900,"Census Tract 829, Arapahoe County, Colorado",1563,115,1129,144,434,132
1400000US08005083000,8005083000,"Census Tract 830, Arapahoe County, Colorado",1194,31,1103,74,91,66
1400000US08005083100,8005083100,"Census Tract 831, Arapahoe County, Colorado",2494,128,1676,268,818,276
1400000US08005083200,8005083200,"Census Tract 832, Arapahoe County, Colorado",2656,102,2476,158,180,112
1400000US08005083300,8005083300,"Census Tract 833, Arapahoe County, Colorado",1802,77,1469,119,333,104
1400000US08005083400,8005083400,"Census Tract 834, Arapahoe County, Colorado",2196,76,1809,137,387,135
1400000US08005083500,8005083500,"Census Tract 835, Arapahoe County, Colorado",2106,76,1118,88,988,100
1400000US08005083600,8005083600,"Census Tract 836, Arapahoe County, Colorado",1696,74,939,159,757,164
1400000US08005083700,8005083700,"Census Tract 837, Arapahoe County, Colorado",1610,112,1139,92,471,128
1400000US08005083800,8005083800,"Census Tract 838, Arapahoe County, Colorado",1170,57,879,126,291,121
1400000US08005083900,8005083900,"Census Tract 839, Arapahoe County, Colorado",1555,93,929,139,626,133
1400000US08005084000,8005084000,"Census Tract 840, Arapahoe County, Colorado",753,41,562,58,191,60
1400000US08005084100,8005084100,"Census Tract 841, Arapahoe County, Colorado",1532,85,1064,97,468,110
1400000US08005084200,8005084200,"Census Tract 842, Arapahoe County, Colorado",1324,46,1036,67,288,64
1400000US08005084300,8005084300,"Census Tract 843, Arapahoe County, Colorado",1169,46,940,94,229,90
1400000US08005084400,8005084400,"Census Tract 844, Arapahoe County, Colorado",1030,48,739,105,291,106
1400000US08005084500,8005084500,"Census Tract 845, Arapahoe County, Colorado",1152,86,380,58,772,99
1400000US08005084600,8005084600,"Census Tract 846, Arapahoe County, Colorado",1984,59,1065,118,919,133
1400000US08005084700,8005084700,"Census Tract 847, Arapahoe County, Colorado",1710,37,1385,102,325,106
1400000US08005084800,8005084800,"Census Tract 848, Arapahoe County, Colorado",1249,30,986,85,263,90
1400000US08005084900,8005084900,"Census Tract 849, Arapahoe County, Colorado",977,55,954,63,23,25
1400000US08005085000,8005085000,"Census Tract 850, Arapahoe County, Colorado",580,44,374,51,206,48
1400000US08005085100,8005085100,"Census Tract 851, Arapahoe County, Colorado",1997,54,1863,101,134,82
1400000US08005085200,8005085200,"Census Tract 852, Arapahoe County, Colorado",1004,18,942,46,62,45
1400000US08005085300,8005085300,"Census Tract 853, Arapahoe County, Colorado",998,33,521,97,477,93
1400000US08005085400,8005085400,"Census Tract 854, Arapahoe County, Colorado",1414,52,1309,82,105,60
1400000US08005085500,8005085500,"Census Tract 855, Arapahoe County, Colorado",1764,58,1533,94,231,84
1400000US08005085600,8005085600,"Census Tract 856, Arapahoe County, Colorado",1032,32,993,50,39,36
1400000US08005085700,8005085700,"Census Tract 857, Arapahoe County, Colorado",1764,89,1153,165,611,157
1400000US08005085800,8005085800,"Census Tract 858, Arapahoe County, Colorado",642,14,496,49,146,48
1400000US08005085900,8005085900,"Census Tract 859, Arapahoe County, Colorado",1066,63,947,85,119,72
1400000US08005086000,8005086000,"Census Tract 860, Arapahoe County, Colorado",2319,127,1768,140,551,125
1400000US08005086100,8005086100,"Census Tract 861, Arapahoe County, Colorado",1443,96,1309,108,134,69
1400000US08005086200,8005086200,"Census Tract 862, Arapahoe County, Colorado",1899,69,1678,101,221,81
1400000US08005086300,8005086300,"Census Tract 863, Arapahoe County, Colorado",1787,81,832,147,955,136
1400000US08005086400,8005086400,"Census Tract 864, Arapahoe County, Colorado",758,21,736,31,22,22
1400000US08005086500,8005086500,"Census Tract 865, Arapahoe County, Colorado",1919,133,1392,146,527,126
1400000US08005086600,8005086600,"Census Tract 866, Arapahoe County, Colorado",2163,136,1629,96,534,141
1400000US08005086700,8005086700,"Census Tract 867, Arapahoe County, Colorado",1205,80,1179,83,26,29
1400000US08005086800,8005086800,"Census Tract 868, Arapahoe County, Colorado",2796,146,1079,166,1717,185
1400000US08005086900,8005086900,"Census Tract 869, Arapahoe County, Colorado",1425,76,209,66,1216,93
1400000US08005087000,8005087000,"Census Tract 870, Arapahoe County, Colorado",2167,104,333,116,1834,144
1400000US08005087100,8005087100,"Census Tract 871, Arapahoe County, Colorado",1312,71,389,60,923,74
1400000US08005087200,8005087200,"Census Tract 872, Arapahoe County, Colorado",1994,162,691,120,1303,184
1400000US08005087300,8005087300,"Census Tract 873, Arapahoe County, Colorado",3156,194,399,108,2757,203
1400000US08031000102,8031000102,"Census Tract 1.02, Denver County, Colorado",1534,86,1048,117,486,110
1400000US08031000201,8031000201,"Census Tract 2.01, Denver County, Colorado",1505,82,1161,104,344,89
1400000US08031000202,8031000202,"Census Tract 2.02, Denver County, Colorado",1603,90,985,107,618,103
1400000US08031000301,8031000301,"Census Tract 3.01, Denver County, Colorado",2605,126,1694,168,911,190
1400000US08031000302,8031000302,"Census Tract 3.02, Denver County, Colorado",1959,129,1382,154,577,161
1400000US08031000303,8031000303,"Census Tract 3.03, Denver County, Colorado",2215,143,1229,164,986,184
1400000US08031000401,8031000401,"Census Tract 4.01, Denver County, Colorado",1478,62,826,82,652,100
1400000US08031000402,8031000402,"Census Tract 4.02, Denver County, Colorado",2877,156,1590,198,1287,209
1400000US08031000501,8031000501,"Census Tract 5.01, Denver County, Colorado",974,43,695,64,279,69
1400000US08031000502,8031000502,"Census Tract 5.02, Denver County, Colorado",2750,124,1483,183,1267,176
1400000US08031000600,8031000600,"Census Tract 6, Denver County, Colorado",1253,89,402,94,851,103
1400000US08031000701,8031000701,"Census Tract 7.01, Denver County, Colorado",1758,99,444,94,1314,137
1400000US08031000702,8031000702,"Census Tract 7.02, Denver County, Colorado",2015,103,527,118,1488,124
1400000US08031000800,8031000800,"Census Tract 8, Denver County, Colorado",501,30,15,19,486,35
1400000US08031000902,8031000902,"Census Tract 9.02, Denver County, Colorado",1674,96,1141,111,533,95
1400000US08031000903,8031000903,"Census Tract 9.03, Denver County, Colorado",1909,82,1125,143,784,145
1400000US08031000904,8031000904,"Census Tract 9.04, Denver County, Colorado",1797,82,461,79,1336,102
1400000US08031000905,8031000905,"Census Tract 9.05, Denver County, Colorado",1160,61,561,108,599,105
1400000US08031001000,8031001000,"Census Tract 10, Denver County, Colorado",1165,92,520,104,645,103
1400000US08031001101,8031001101,"Census Tract 11.01, Denver County, Colorado",969,51,515,53,454,68
1400000US08031001102,8031001102,"Census Tract 11.02, Denver County, Colorado",1529,85,670,109,859,112
1400000US08031001301,8031001301,"Census Tract 13.01, Denver County, Colorado",1526,103,904,128,622,119
1400000US08031001302,8031001302,"Census Tract 13.02, Denver County, Colorado",1362,37,844,119,518,115
1400000US08031001401,8031001401,"Census Tract 14.01, Denver County, Colorado",1977,85,995,123,982,131
1400000US08031001402,8031001402,"Census Tract 14.02, Denver County, Colorado",1400,74,751,128,649,124
1400000US08031001403,8031001403,"Census Tract 14.03, Denver County, Colorado",1529,120,439,76,1090,132
1400000US08031001500,8031001500,"Census Tract 15, Denver County, Colorado",1042,85,424,94,618,92
1400000US08031001600,8031001600,"Census Tract 16, Denver County, Colorado",4064,281,1012,248,3052,318
1400000US08031001701,8031001701,"Census Tract 17.01, Denver County, Colorado",3190,188,1134,169,2056,210
1400000US08031001702,8031001702,"Census Tract 17.02, Denver County, Colorado",2298,262,779,170,1519,259
1400000US08031001800,8031001800,"Census Tract 18, Denver County, Colorado",1627,105,397,91,1230,127
1400000US08031001901,8031001901,"Census Tract 19.01, Denver County, Colorado",930,100,183,69,747,107
1400000US08031001902,8031001902,"Census Tract 19.02, Denver County, Colorado",49,25,12,8,37,29
1400000US08031002000,8031002000,"Census Tract 20, Denver County, Colorado",1325,80,325,74,1000,101
1400000US08031002100,8031002100,"Census Tract 21, Denver County, Colorado",2571,132,931,144,1640,195
1400000US08031002300,8031002300,"Census Tract 23, Denver County, Colorado",2142,67,1291,166,851,155
1400000US08031002402,8031002402,"Census Tract 24.02, Denver County, Colorado",822,68,330,60,492,79
