GEO.id,GEO.id2,GEO.display-label,County,YEAR,HD01_VD01,HD02_VD01,
1400000US08059009808,8059009808,Census Tract 98.08,Jefferson,2014,384000,20161,
1400000US08059009815,8059009815,Census Tract 98.15,Jefferson,2014,317200,14427,
1400000US08059009823,8059009823,Census Tract 98.23,Jefferson,2014,224900,5329,
1400000US08059009824,8059009824,Census Tract 98.24,Jefferson,2014,224700,7233,
1400000US08059009827,8059009827,Census Tract 98.27,Jefferson,2014,300200,35141,
1400000US08059009828,8059009828,Census Tract 98.28,Jefferson,2014,238500,8003,
1400000US08059009829,8059009829,Census Tract 98.29,Jefferson,2014,243100,9809,
1400000US08059009830,8059009830,Census Tract 98.30,Jefferson,2014,149500,11019,
1400000US08059009831,8059009831,Census Tract 98.31,Jefferson,2014,-,**,
1400000US08059009832,8059009832,Census Tract 98.32,Jefferson,2014,204700,10342,
1400000US08059009833,8059009833,Census Tract 98.33,Jefferson,2014,225500,14379,
1400000US08059009834,8059009834,Census Tract 98.34,Jefferson,2014,189100,11475,
1400000US08059009835,8059009835,Census Tract 98.35,Jefferson,2014,272900,8760,
1400000US08059009836,8059009836,Census Tract 98.36,Jefferson,2014,361900,41514,
1400000US08059009837,8059009837,Census Tract 98.37,Jefferson,2014,572900,19393,
1400000US08059009838,8059009838,Census Tract 98.38,Jefferson,2014,405200,16627,
1400000US08059009839,8059009839,Census Tract 98.39,Jefferson,2014,305600,15207,
1400000US08059009840,8059009840,Census Tract 98.40,Jefferson,2014,243200,10837,
1400000US08059009841,8059009841,Census Tract 98.41,Jefferson,2014,246500,7454,
1400000US08059009842,8059009842,Census Tract 98.42,Jefferson,2014,437000,30369,
1400000US08059009843,8059009843,Census Tract 98.43,Jefferson,2014,401800,38794,
1400000US08059009845,8059009845,Census Tract 98.45,Jefferson,2014,592500,35716,
1400000US08059009846,8059009846,Census Tract 98.46,Jefferson,2014,521400,48410,
1400000US08059009847,8059009847,Census Tract 98.47,Jefferson,2014,478600,56413,
1400000US08059009848,8059009848,Census Tract 98.48,Jefferson,2014,621200,73831,
1400000US08059009849,8059009849,Census Tract 98.49,Jefferson,2014,305000,62436,
1400000US08059009850,8059009850,Census Tract 98.50,Jefferson,2014,559400,38670,
1400000US08059009851,8059009851,Census Tract 98.51,Jefferson,2014,330500,22825,
1400000US08059009852,8059009852,Census Tract 98.52,Jefferson,2014,383000,35136,
1400000US08059009900,8059009900,Census Tract 99,Jefferson,2014,325900,20094,
1400000US08059010000,8059010000,Census Tract 100,Jefferson,2014,406100,52684,
1400000US08059010100,8059010100,Census Tract 101,Jefferson,2014,199400,28767,
1400000US08059010205,8059010205,Census Tract 102.05,Jefferson,2014,336400,12139,
1400000US08059010206,8059010206,Census Tract 102.06,Jefferson,2014,242800,7540,
1400000US08059010208,8059010208,Census Tract 102.08,Jefferson,2014,214500,7197,
1400000US08059010209,8059010209,Census Tract 102.09,Jefferson,2014,198100,10651,
1400000US08059010210,8059010210,Census Tract 102.10,Jefferson,2014,266800,12808,
1400000US08059010211,8059010211,Census Tract 102.11,Jefferson,2014,260300,13840,
1400000US08059010212,8059010212,Census Tract 102.12,Jefferson,2014,215400,6052,
1400000US08059010213,8059010213,Census Tract 102.13,Jefferson,2014,198500,8578,
1400000US08059010303,8059010303,Census Tract 103.03,Jefferson,2014,257700,13569,
1400000US08059010304,8059010304,Census Tract 103.04,Jefferson,2014,208700,9500,
1400000US08059010305,8059010305,Census Tract 103.05,Jefferson,2014,184700,5728,
1400000US08059010306,8059010306,Census Tract 103.06,Jefferson,2014,228400,8039,
1400000US08059010307,8059010307,Census Tract 103.07,Jefferson,2014,215600,11139,
1400000US08059010308,8059010308,Census Tract 103.08,Jefferson,2014,232000,13482,
1400000US08059010402,8059010402,Census Tract 104.02,Jefferson,2014,169400,9290,
1400000US08059010403,8059010403,Census Tract 104.03,Jefferson,2014,188500,20581,
1400000US08059010405,8059010405,Census Tract 104.05,Jefferson,2014,187500,51300,
1400000US08059010406,8059010406,Census Tract 104.06,Jefferson,2014,152800,8820,
1400000US08059010502,8059010502,Census Tract 105.02,Jefferson,2014,259900,19374,
1400000US08059010503,8059010503,Census Tract 105.03,Jefferson,2014,301400,18550,
1400000US08059010504,8059010504,Census Tract 105.04,Jefferson,2014,364400,12312,
1400000US08059010603,8059010603,Census Tract 106.03,Jefferson,2014,212100,8561,
1400000US08059010604,8059010604,Census Tract 106.04,Jefferson,2014,225300,8573,
1400000US08059010701,8059010701,Census Tract 107.01,Jefferson,2014,242200,16270,
1400000US08059010702,8059010702,Census Tract 107.02,Jefferson,2014,228300,28371,
1400000US08059010801,8059010801,Census Tract 108.01,Jefferson,2014,314300,25071,
1400000US08059010901,8059010901,Census Tract 109.01,Jefferson,2014,265800,18268,
1400000US08059010902,8059010902,Census Tract 109.02,Jefferson,2014,213800,15140,
1400000US08059011000,8059011000,Census Tract 110,Jefferson,2014,272900,19466,
1400000US08059011100,8059011100,Census Tract 111,Jefferson,2014,282800,32017,
1400000US08059011202,8059011202,Census Tract 112.02,Jefferson,2014,265400,9339,
1400000US08059011300,8059011300,Census Tract 113,Jefferson,2014,216600,12111,
1400000US08059011401,8059011401,Census Tract 114.01,Jefferson,2014,147700,14220,
1400000US08059011402,8059011402,Census Tract 114.02,Jefferson,2014,129600,26459,
1400000US08059011550,8059011550,Census Tract 115.50,Jefferson,2014,194000,41545,
1400000US08059011601,8059011601,Census Tract 116.01,Jefferson,2014,211200,15788,
1400000US08059011602,8059011602,Census Tract 116.02,Jefferson,2014,220300,11815,
1400000US08059011701,8059011701,Census Tract 117.01,Jefferson,2014,252800,11145,
1400000US08059011702,8059011702,Census Tract 117.02,Jefferson,2014,223000,6813,
1400000US08059011708,8059011708,Census Tract 117.08,Jefferson,2014,229800,6449,
1400000US08059011709,8059011709,Census Tract 117.09,Jefferson,2014,218500,17764,
1400000US08059011710,8059011710,Census Tract 117.10,Jefferson,2014,248000,11488,
1400000US08059011711,8059011711,Census Tract 117.11,Jefferson,2014,247600,11759,
1400000US08059011712,8059011712,Census Tract 117.12,Jefferson,2014,255500,7631,
1400000US08059011720,8059011720,Census Tract 117.20,Jefferson,2014,335600,21773,
1400000US08059011721,8059011721,Census Tract 117.21,Jefferson,2014,324600,26110,
1400000US08059011723,8059011723,Census Tract 117.23,Jefferson,2014,173600,9690,
1400000US08059011724,8059011724,Census Tract 117.24,Jefferson,2014,384000,11937,
1400000US08059011725,8059011725,Census Tract 117.25,Jefferson,2014,271800,7959,
1400000US08059011726,8059011726,Census Tract 117.26,Jefferson,2014,308200,51682,
1400000US08059011727,8059011727,Census Tract 117.27,Jefferson,2014,271700,10704,
1400000US08059011728,8059011728,Census Tract 117.28,Jefferson,2014,294700,14383,
1400000US08059011729,8059011729,Census Tract 117.29,Jefferson,2014,150800,6810,
1400000US08059011730,8059011730,Census Tract 117.30,Jefferson,2014,135200,13659,
1400000US08059011731,8059011731,Census Tract 117.31,Jefferson,2014,167500,7672,
1400000US08059011732,8059011732,Census Tract 117.32,Jefferson,2014,108800,5574,
1400000US08059011733,8059011733,Census Tract 117.33,Jefferson,2014,241100,28375,
1400000US08059011803,8059011803,Census Tract 118.03,Jefferson,2014,192500,10651,
1400000US08059011804,8059011804,Census Tract 118.04,Jefferson,2014,231100,11404,
1400000US08059011805,8059011805,Census Tract 118.05,Jefferson,2014,214100,80596,
1400000US08059011806,8059011806,Census Tract 118.06,Jefferson,2014,194400,15034,
1400000US08059011904,8059011904,Census Tract 119.04,Jefferson,2014,129700,12679,
1400000US08059011951,8059011951,Census Tract 119.51,Jefferson,2014,289100,24681,
1400000US08059012022,8059012022,Census Tract 120.22,Jefferson,2014,328100,17754,
1400000US08059012023,8059012023,Census Tract 120.23,Jefferson,2014,262300,11433,
1400000US08059012024,8059012024,Census Tract 120.24,Jefferson,2014,325800,13237,
1400000US08059012026,8059012026,Census Tract 120.26,Jefferson,2014,385500,36948,
1400000US08059012027,8059012027,Census Tract 120.27,Jefferson,2014,362400,38723,
1400000US08059012030,8059012030,Census Tract 120.30,Jefferson,2014,362800,19975,
1400000US08059012031,8059012031,Census Tract 120.31,Jefferson,2014,347800,19510,
1400000US08059012032,8059012032,Census Tract 120.32,Jefferson,2014,400500,30780,
1400000US08059012033,8059012033,Census Tract 120.33,Jefferson,2014,394700,24583,
1400000US08059012034,8059012034,Census Tract 120.34,Jefferson,2014,697200,42772,
1400000US08059012035,8059012035,Census Tract 120.35,Jefferson,2014,499800,32895,
1400000US08059012036,8059012036,Census Tract 120.36,Jefferson,2014,449600,18083,
1400000US08059012037,8059012037,Census Tract 120.37,Jefferson,2014,325200,23455,
1400000US08059012038,8059012038,Census Tract 120.38,Jefferson,2014,221300,6652,
1400000US08059012039,8059012039,Census Tract 120.39,Jefferson,2014,216200,6407,
1400000US08059012041,8059012041,Census Tract 120.41,Jefferson,2014,255500,10765,
1400000US08059012042,8059012042,Census Tract 120.42,Jefferson,2014,270400,10959,
1400000US08059012043,8059012043,Census Tract 120.43,Jefferson,2014,279900,10615,
1400000US08059012044,8059012044,Census Tract 120.44,Jefferson,2014,304000,14539,
1400000US08059012045,8059012045,Census Tract 120.45,Jefferson,2014,278500,10910,
1400000US08059012046,8059012046,Census Tract 120.46,Jefferson,2014,223900,5951,
1400000US08059012047,8059012047,Census Tract 120.47,Jefferson,2014,212200,9191,
1400000US08059012048,8059012048,Census Tract 120.48,Jefferson,2014,270600,10887,
1400000US08059012049,8059012049,Census Tract 120.49,Jefferson,2014,311400,21235,
1400000US08059012050,8059012050,Census Tract 120.50,Jefferson,2014,450300,36151,
1400000US08059012051,8059012051,Census Tract 120.51,Jefferson,2014,331800,8583,
1400000US08059012052,8059012052,Census Tract 120.52,Jefferson,2014,228500,6795,
1400000US08059012053,8059012053,Census Tract 120.53,Jefferson,2014,256300,7068,
1400000US08059012054,8059012054,Census Tract 120.54,Jefferson,2014,359400,9038,
1400000US08059012055,8059012055,Census Tract 120.55,Jefferson,2014,287200,14894,
1400000US08059012057,8059012057,Census Tract 120.57,Jefferson,2014,234200,19674,
1400000US08059012058,8059012058,Census Tract 120.58,Jefferson,2014,333400,26574,
1400000US08059012059,8059012059,Census Tract 120.59,Jefferson,2014,360900,19465,
1400000US08059012060,8059012060,Census Tract 120.60,Jefferson,2014,195700,21440,
1400000US08059015800,8059015800,Census Tract 158,Jefferson,2014,215400,46492,
1400000US08059015900,8059015900,Census Tract 159,Jefferson,2014,301700,152692,
1400000US08059060300,8059060300,Census Tract 603,Jefferson,2014,254000,7799,
1400000US08059060400,8059060400,Census Tract 604,Jefferson,2014,229200,4308,
1400000US08059060500,8059060500,Census Tract 605,Jefferson,2014,407200,18739,
1400000US08059980000,8059980000,Census Tract 9800,Jefferson,2014,-,**,
1400000US08059980400,8059980400,Census Tract 9804,Jefferson,2014,-,**,
