GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US08031004301,8031004301,"Census Tract 43.01, Denver County, Colorado",1956,4
1400000US08031004302,8031004302,"Census Tract 43.02, Denver County, Colorado",1945,2
1400000US08031004303,8031004303,"Census Tract 43.03, Denver County, Colorado",1953,2
1400000US08031004304,8031004304,"Census Tract 43.04, Denver County, Colorado",1948,2
1400000US08031004306,8031004306,"Census Tract 43.06, Denver County, Colorado",1963,4
1400000US08031004403,8031004403,"Census Tract 44.03, Denver County, Colorado",1955,3
1400000US08031004404,8031004404,"Census Tract 44.04, Denver County, Colorado",1967,5
1400000US08031004405,8031004405,"Census Tract 44.05, Denver County, Colorado",2002,2
1400000US08031004503,8031004503,"Census Tract 45.03, Denver County, Colorado",1956,2
1400000US08031004504,8031004504,"Census Tract 45.04, Denver County, Colorado",1957,2
1400000US08031004505,8031004505,"Census Tract 45.05, Denver County, Colorado",1950,4
