GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US08031004506,8031004506,"Census Tract 45.06, Denver County, Colorado",1957,2
1400000US08031004601,8031004601,"Census Tract 46.01, Denver County, Colorado",1956,2
1400000US08031004602,8031004602,"Census Tract 46.02, Denver County, Colorado",1958,1
1400000US08031004603,8031004603,"Census Tract 46.03, Denver County, Colorado",1956,2
1400000US08031004700,8031004700,"Census Tract 47, Denver County, Colorado",1960,2
1400000US08031004801,8031004801,"Census Tract 48.01, Denver County, Colorado",1955,1
1400000US08031005001,8031005001,"Census Tract 50.01, Denver County, Colorado",1960,3
1400000US08031005002,8031005002,"Census Tract 50.02, Denver County, Colorado",1973,2
1400000US08031005102,8031005102,"Census Tract 51.02, Denver County, Colorado",1956,1
1400000US08031005104,8031005104,"Census Tract 51.04, Denver County, Colorado",1965,2
1400000US08031005200,8031005200,"Census Tract 52, Denver County, Colorado",1959,2
1400000US08031005300,8031005300,"Census Tract 53, Denver County, Colorado",1959,2
1400000US08031005502,8031005502,"Census Tract 55.02, Denver County, Colorado",1981,11
1400000US08031005503,8031005503,"Census Tract 55.03, Denver County, Colorado",1972,2
1400000US08031006701,8031006701,"Census Tract 67.01, Denver County, Colorado",2003,1
1400000US08031006804,8031006804,"Census Tract 68.04, Denver County, Colorado",1986,4
1400000US08031006809,8031006809,"Census Tract 68.09, Denver County, Colorado",1975,2
1400000US08031006810,8031006810,"Census Tract 68.10, Denver County, Colorado",1973,2
1400000US08031006811,8031006811,"Census Tract 68.11, Denver County, Colorado",1975,1
1400000US08031006812,8031006812,"Census Tract 68.12, Denver County, Colorado",1970,2
1400000US08031006813,8031006813,"Census Tract 68.13, Denver County, Colorado",1977,2
1400000US08031006814,8031006814,"Census Tract 68.14, Denver County, Colorado",1973,2
1400000US08031006901,8031006901,"Census Tract 69.01, Denver County, Colorado",1970,2
1400000US08031007006,8031007006,"Census Tract 70.06, Denver County, Colorado",1982,3
1400000US08031007013,8031007013,"Census Tract 70.13, Denver County, Colorado",-,**
1400000US08031007037,8031007037,"Census Tract 70.37, Denver County, Colorado",1977,1
1400000US08031007088,8031007088,"Census Tract 70.88, Denver County, Colorado",1991,2
1400000US08031007089,8031007089,"Census Tract 70.89, Denver County, Colorado",1968,2
1400000US08031008304,8031008304,"Census Tract 83.04, Denver County, Colorado",1967,3
1400000US08031008305,8031008305,"Census Tract 83.05, Denver County, Colorado",1975,1
1400000US08031008306,8031008306,"Census Tract 83.06, Denver County, Colorado",1974,2
1400000US08031008312,8031008312,"Census Tract 83.12, Denver County, Colorado",1988,3
1400000US08031008386,8031008386,"Census Tract 83.86, Denver County, Colorado",1980,15
1400000US08031008387,8031008387,"Census Tract 83.87, Denver County, Colorado",1991,3
1400000US08031008388,8031008388,"Census Tract 83.88, Denver County, Colorado",2003,1
1400000US08031008389,8031008389,"Census Tract 83.89, Denver County, Colorado",-,**
1400000US08031008390,8031008390,"Census Tract 83.90, Denver County, Colorado",1999,2
1400000US08031008391,8031008391,"Census Tract 83.91, Denver County, Colorado",2000,3
1400000US08031011902,8031011902,"Census Tract 119.02, Denver County, Colorado",1975,2
1400000US08031011903,8031011903,"Census Tract 119.03, Denver County, Colorado",1972,1
1400000US08031012001,8031012001,"Census Tract 120.01, Denver County, Colorado",1975,1
1400000US08031012010,8031012010,"Census Tract 120.10, Denver County, Colorado",1992,2
1400000US08031012014,8031012014,"Census Tract 120.14, Denver County, Colorado",1986,1
1400000US08031015300,8031015300,"Census Tract 153, Denver County, Colorado",1975,2
1400000US08031015400,8031015400,"Census Tract 154, Denver County, Colorado",1950,5
1400000US08031015500,8031015500,"Census Tract 155, Denver County, Colorado",1968,2
1400000US08031015600,8031015600,"Census Tract 156, Denver County, Colorado",1972,4
1400000US08031015700,8031015700,"Census Tract 157, Denver County, Colorado",1971,4
1400000US08031980000,8031980000,"Census Tract 9800, Denver County, Colorado",2005,2
1400000US08031980100,8031980100,"Census Tract 9801, Denver County, Colorado",-,**
1400000US08035013901,8035013901,"Census Tract 139.01, Douglas County, Colorado",1991,2
1400000US08035013904,8035013904,"Census Tract 139.04, Douglas County, Colorado",1988,2
1400000US08035013905,8035013905,"Census Tract 139.05, Douglas County, Colorado",1994,2
1400000US08035013907,8035013907,"Census Tract 139.07, Douglas County, Colorado",1996,2
1400000US08035013908,8035013908,"Census Tract 139.08, Douglas County, Colorado",1985,2
1400000US08035013909,8035013909,"Census Tract 139.09, Douglas County, Colorado",2000,2
1400000US08035013910,8035013910,"Census Tract 139.10, Douglas County, Colorado",1998,1
1400000US08035013911,8035013911,"Census Tract 139.11, Douglas County, Colorado",2001,2
1400000US08035014001,8035014001,"Census Tract 140.01, Douglas County, Colorado",1993,4
1400000US08035014005,8035014005,"Census Tract 140.05, Douglas County, Colorado",2002,1
1400000US08035014006,8035014006,"Census Tract 140.06, Douglas County, Colorado",-,**
1400000US08035014007,8035014007,"Census Tract 140.07, Douglas County, Colorado",2001,2
1400000US08035014008,8035014008,"Census Tract 140.08, Douglas County, Colorado",1996,2
1400000US08035014009,8035014009,"Census Tract 140.09, Douglas County, Colorado",-,**
1400000US08035014010,8035014010,"Census Tract 140.10, Douglas County, Colorado",2000,2
1400000US08035014011,8035014011,"Census Tract 140.11, Douglas County, Colorado",2005,2
1400000US08035014012,8035014012,"Census Tract 140.12, Douglas County, Colorado",2004,1
1400000US08035014013,8035014013,"Census Tract 140.13, Douglas County, Colorado",-,**
1400000US08035014107,8035014107,"Census Tract 141.07, Douglas County, Colorado",1986,1
1400000US08035014108,8035014108,"Census Tract 141.08, Douglas County, Colorado",1986,1
1400000US08035014109,8035014109,"Census Tract 141.09, Douglas County, Colorado",-,**
1400000US08035014110,8035014110,"Census Tract 141.10, Douglas County, Colorado",1993,1
1400000US08035014112,8035014112,"Census Tract 141.12, Douglas County, Colorado",1992,2
1400000US08035014113,8035014113,"Census Tract 141.13, Douglas County, Colorado",1992,1
1400000US08035014114,8035014114,"Census Tract 141.14, Douglas County, Colorado",1978,1
1400000US08035014115,8035014115,"Census Tract 141.15, Douglas County, Colorado",1992,2
1400000US08035014116,8035014116,"Census Tract 141.16, Douglas County, Colorado",2002,1
1400000US08035014122,8035014122,"Census Tract 141.22, Douglas County, Colorado",1999,2
1400000US08035014123,8035014123,"Census Tract 141.23, Douglas County, Colorado",1997,2
1400000US08035014124,8035014124,"Census Tract 141.24, Douglas County, Colorado",-,**
1400000US08035014125,8035014125,"Census Tract 141.25, Douglas County, Colorado",1999,6
1400000US08035014126,8035014126,"Census Tract 141.26, Douglas County, Colorado",2002,2
1400000US08035014127,8035014127,"Census Tract 141.27, Douglas County, Colorado",2004,1
1400000US08035014128,8035014128,"Census Tract 141.28, Douglas County, Colorado",1996,1
1400000US08035014129,8035014129,"Census Tract 141.29, Douglas County, Colorado",1998,2
1400000US08035014130,8035014130,"Census Tract 141.30, Douglas County, Colorado",1995,2
1400000US08035014131,8035014131,"Census Tract 141.31, Douglas County, Colorado",-,**
1400000US08035014132,8035014132,"Census Tract 141.32, Douglas County, Colorado",1998,1
1400000US08035014133,8035014133,"Census Tract 141.33, Douglas County, Colorado",-,**
1400000US08035014134,8035014134,"Census Tract 141.34, Douglas County, Colorado",2005,1
1400000US08035014135,8035014135,"Census Tract 141.35, Douglas County, Colorado",2002,2
1400000US08035014136,8035014136,"Census Tract 141.36, Douglas County, Colorado",1996,1
1400000US08035014137,8035014137,"Census Tract 141.37, Douglas County, Colorado",-,**
1400000US08035014138,8035014138,"Census Tract 141.38, Douglas County, Colorado",1998,2
1400000US08035014139,8035014139,"Census Tract 141.39, Douglas County, Colorado",1994,2
1400000US08035014140,8035014140,"Census Tract 141.40, Douglas County, Colorado",1995,2
1400000US08035014202,8035014202,"Census Tract 142.02, Douglas County, Colorado",1981,5
1400000US08035014203,8035014203,"Census Tract 142.03, Douglas County, Colorado",1996,2
1400000US08035014204,8035014204,"Census Tract 142.04, Douglas County, Colorado",2003,1
1400000US08035014300,8035014300,"Census Tract 143, Douglas County, Colorado",1980,7
1400000US08035014403,8035014403,"Census Tract 144.03, Douglas County, Colorado",1995,2
1400000US08035014404,8035014404,"Census Tract 144.04, Douglas County, Colorado",1987,3
1400000US08035014405,8035014405,"Census Tract 144.05, Douglas County, Colorado",1999,2
1400000US08035014406,8035014406,"Census Tract 144.06, Douglas County, Colorado",2005,1
1400000US08035014503,8035014503,"Census Tract 145.03, Douglas County, Colorado",1995,3
1400000US08035014504,8035014504,"Census Tract 145.04, Douglas County, Colorado",1979,3
1400000US08035014505,8035014505,"Census Tract 145.05, Douglas County, Colorado",1998,2
1400000US08035014506,8035014506,"Census Tract 145.06, Douglas County, Colorado",2003,2
1400000US08035014602,8035014602,"Census Tract 146.02, Douglas County, Colorado",1988,3
1400000US08035014603,8035014603,"Census Tract 146.03, Douglas County, Colorado",1994,2
1400000US08035014604,8035014604,"Census Tract 146.04, Douglas County, Colorado",2004,1
1400000US08059009806,8059009806,"Census Tract 98.06, Jefferson County, Colorado",1966,1
1400000US08059009807,8059009807,"Census Tract 98.07, Jefferson County, Colorado",1965,2
1400000US08059009808,8059009808,"Census Tract 98.08, Jefferson County, Colorado",1986,4
1400000US08059009815,8059009815,"Census Tract 98.15, Jefferson County, Colorado",1990,3
1400000US08059009823,8059009823,"Census Tract 98.23, Jefferson County, Colorado",1979,2
1400000US08059009824,8059009824,"Census Tract 98.24, Jefferson County, Colorado",1980,2
1400000US08059009827,8059009827,"Census Tract 98.27, Jefferson County, Colorado",1992,2
1400000US08059009828,8059009828,"Census Tract 98.28, Jefferson County, Colorado",1979,2
1400000US08059009829,8059009829,"Census Tract 98.29, Jefferson County, Colorado",1983,2
1400000US08059009830,8059009830,"Census Tract 98.30, Jefferson County, Colorado",1979,1
1400000US08059009831,8059009831,"Census Tract 98.31, Jefferson County, Colorado",1987,2
1400000US08059009832,8059009832,"Census Tract 98.32, Jefferson County, Colorado",1970,2
1400000US08059009833,8059009833,"Census Tract 98.33, Jefferson County, Colorado",1976,1
1400000US08059009834,8059009834,"Census Tract 98.34, Jefferson County, Colorado",1980,2
1400000US08059009835,8059009835,"Census Tract 98.35, Jefferson County, Colorado",-,**
1400000US08059009836,8059009836,"Census Tract 98.36, Jefferson County, Colorado",1979,2
1400000US08059009837,8059009837,"Census Tract 98.37, Jefferson County, Colorado",1994,2
1400000US08059009838,8059009838,"Census Tract 98.38, Jefferson County, Colorado",-,**
1400000US08059009839,8059009839,"Census Tract 98.39, Jefferson County, Colorado",1986,2
1400000US08059009840,8059009840,"Census Tract 98.40, Jefferson County, Colorado",1978,2
1400000US08059009841,8059009841,"Census Tract 98.41, Jefferson County, Colorado",1974,1
1400000US08059009842,8059009842,"Census Tract 98.42, Jefferson County, Colorado",2002,2
1400000US08059009843,8059009843,"Census Tract 98.43, Jefferson County, Colorado",1987,6
1400000US08059009845,8059009845,"Census Tract 98.45, Jefferson County, Colorado",1985,2
1400000US08059009846,8059009846,"Census Tract 98.46, Jefferson County, Colorado",1984,4
1400000US08059009847,8059009847,"Census Tract 98.47, Jefferson County, Colorado",1979,2
1400000US08059009848,8059009848,"Census Tract 98.48, Jefferson County, Colorado",1983,3
1400000US08059009849,8059009849,"Census Tract 98.49, Jefferson County, Colorado",1985,5
1400000US08059009850,8059009850,"Census Tract 98.50, Jefferson County, Colorado",1974,5
1400000US08059009851,8059009851,"Census Tract 98.51, Jefferson County, Colorado",1995,1
1400000US08059009852,8059009852,"Census Tract 98.52, Jefferson County, Colorado",1978,3
1400000US08059009900,8059009900,"Census Tract 99, Jefferson County, Colorado",1973,3
1400000US08059010000,8059010000,"Census Tract 100, Jefferson County, Colorado",1977,4
1400000US08059010100,8059010100,"Census Tract 101, Jefferson County, Colorado",1979,4
1400000US08059010205,8059010205,"Census Tract 102.05, Jefferson County, Colorado",-,**
1400000US08059010206,8059010206,"Census Tract 102.06, Jefferson County, Colorado",1977,1
1400000US08059010208,8059010208,"Census Tract 102.08, Jefferson County, Colorado",1972,2
1400000US08059010209,8059010209,"Census Tract 102.09, Jefferson County, Colorado",1978,1
1400000US08059010210,8059010210,"Census Tract 102.10, Jefferson County, Colorado",1969,2
1400000US08059010211,8059010211,"Census Tract 102.11, Jefferson County, Colorado",1968,2
1400000US08059010212,8059010212,"Census Tract 102.12, Jefferson County, Colorado",1963,3
1400000US08059010213,8059010213,"Census Tract 102.13, Jefferson County, Colorado",1969,2
1400000US08059010303,8059010303,"Census Tract 103.03, Jefferson County, Colorado",1973,3
1400000US08059010304,8059010304,"Census Tract 103.04, Jefferson County, Colorado",1959,2
1400000US08059010305,8059010305,"Census Tract 103.05, Jefferson County, Colorado",1960,3
1400000US08059010306,8059010306,"Census Tract 103.06, Jefferson County, Colorado",1967,1
1400000US08059010307,8059010307,"Census Tract 103.07, Jefferson County, Colorado",1970,2
1400000US08059010308,8059010308,"Census Tract 103.08, Jefferson County, Colorado",1980,10
1400000US08059010402,8059010402,"Census Tract 104.02, Jefferson County, Colorado",1974,2
1400000US08059010403,8059010403,"Census Tract 104.03, Jefferson County, Colorado",1973,2
1400000US08059010405,8059010405,"Census Tract 104.05, Jefferson County, Colorado",2000,2
1400000US08059010406,8059010406,"Census Tract 104.06, Jefferson County, Colorado",1959,2
1400000US08059010502,8059010502,"Census Tract 105.02, Jefferson County, Colorado",1959,2
1400000US08059010503,8059010503,"Census Tract 105.03, Jefferson County, Colorado",1968,2
1400000US08059010504,8059010504,"Census Tract 105.04, Jefferson County, Colorado",1965,2
1400000US08059010603,8059010603,"Census Tract 106.03, Jefferson County, Colorado",1954,2
1400000US08059010604,8059010604,"Census Tract 106.04, Jefferson County, Colorado",1956,1
1400000US08059010701,8059010701,"Census Tract 107.01, Jefferson County, Colorado",1957,2
1400000US08059010702,8059010702,"Census Tract 107.02, Jefferson County, Colorado",1957,2
1400000US08059010801,8059010801,"Census Tract 108.01, Jefferson County, Colorado",1963,3
1400000US08059010901,8059010901,"Census Tract 109.01, Jefferson County, Colorado",1971,2
1400000US08059010902,8059010902,"Census Tract 109.02, Jefferson County, Colorado",1965,2
1400000US08059011000,8059011000,"Census Tract 110, Jefferson County, Colorado",1957,2
1400000US08059011100,8059011100,"Census Tract 111, Jefferson County, Colorado",1962,4
1400000US08059011202,8059011202,"Census Tract 112.02, Jefferson County, Colorado",1957,1
1400000US08059011300,8059011300,"Census Tract 113, Jefferson County, Colorado",1952,3
1400000US08059011401,8059011401,"Census Tract 114.01, Jefferson County, Colorado",1967,11
1400000US08059011402,8059011402,"Census Tract 114.02, Jefferson County, Colorado",1975,4
1400000US08059011550,8059011550,"Census Tract 115.50, Jefferson County, Colorado",1963,3
1400000US08059011601,8059011601,"Census Tract 116.01, Jefferson County, Colorado",1964,3
1400000US08059011602,8059011602,"Census Tract 116.02, Jefferson County, Colorado",1959,2
1400000US08059011701,8059011701,"Census Tract 117.01, Jefferson County, Colorado",1973,2
1400000US08059011702,8059011702,"Census Tract 117.02, Jefferson County, Colorado",1967,1
1400000US08059011708,8059011708,"Census Tract 117.08, Jefferson County, Colorado",1964,2
1400000US08059011709,8059011709,"Census Tract 117.09, Jefferson County, Colorado",1976,1
1400000US08059011710,8059011710,"Census Tract 117.10, Jefferson County, Colorado",1974,1
1400000US08059011711,8059011711,"Census Tract 117.11, Jefferson County, Colorado",1971,2
1400000US08059011712,8059011712,"Census Tract 117.12, Jefferson County, Colorado",1975,1
1400000US08059011720,8059011720,"Census Tract 117.20, Jefferson County, Colorado",1975,2
1400000US08059011721,8059011721,"Census Tract 117.21, Jefferson County, Colorado",1976,1
1400000US08059011723,8059011723,"Census Tract 117.23, Jefferson County, Colorado",1971,2
1400000US08059011724,8059011724,"Census Tract 117.24, Jefferson County, Colorado",1996,1
1400000US08059011725,8059011725,"Census Tract 117.25, Jefferson County, Colorado",1977,1
1400000US08059011726,8059011726,"Census Tract 117.26, Jefferson County, Colorado",1987,3
1400000US08059011727,8059011727,"Census Tract 117.27, Jefferson County, Colorado",1971,2
1400000US08059011728,8059011728,"Census Tract 117.28, Jefferson County, Colorado",1972,2
1400000US08059011729,8059011729,"Census Tract 117.29, Jefferson County, Colorado",1984,2
1400000US08059011730,8059011730,"Census Tract 117.30, Jefferson County, Colorado",1977,1
1400000US08059011731,8059011731,"Census Tract 117.31, Jefferson County, Colorado",1989,2
1400000US08059011732,8059011732,"Census Tract 117.32, Jefferson County, Colorado",1983,2
1400000US08059011733,8059011733,"Census Tract 117.33, Jefferson County, Colorado",1982,3
1400000US08059011803,8059011803,"Census Tract 118.03, Jefferson County, Colorado",1962,3
1400000US08059011804,8059011804,"Census Tract 118.04, Jefferson County, Colorado",1969,2
1400000US08059011805,8059011805,"Census Tract 118.05, Jefferson County, Colorado",1990,3
1400000US08059011806,8059011806,"Census Tract 118.06, Jefferson County, Colorado",1973,4
1400000US08059011904,8059011904,"Census Tract 119.04, Jefferson County, Colorado",1981,2
1400000US08059011951,8059011951,"Census Tract 119.51, Jefferson County, Colorado",1985,2
1400000US08059012022,8059012022,"Census Tract 120.22, Jefferson County, Colorado",1992,2
1400000US08059012023,8059012023,"Census Tract 120.23, Jefferson County, Colorado",1985,2
1400000US08059012024,8059012024,"Census Tract 120.24, Jefferson County, Colorado",1983,2
1400000US08059012026,8059012026,"Census Tract 120.26, Jefferson County, Colorado",1974,4
1400000US08059012027,8059012027,"Census Tract 120.27, Jefferson County, Colorado",1966,5
1400000US08059012030,8059012030,"Census Tract 120.30, Jefferson County, Colorado",1973,2
1400000US08059012031,8059012031,"Census Tract 120.31, Jefferson County, Colorado",1980,3
1400000US08059012032,8059012032,"Census Tract 120.32, Jefferson County, Colorado",1979,3
1400000US08059012033,8059012033,"Census Tract 120.33, Jefferson County, Colorado",1979,3
1400000US08059012034,8059012034,"Census Tract 120.34, Jefferson County, Colorado",1988,2
1400000US08059012035,8059012035,"Census Tract 120.35, Jefferson County, Colorado",1990,2
1400000US08059012036,8059012036,"Census Tract 120.36, Jefferson County, Colorado",2003,1
1400000US08059012037,8059012037,"Census Tract 120.37, Jefferson County, Colorado",1984,3
1400000US08059012038,8059012038,"Census Tract 120.38, Jefferson County, Colorado",1976,2
1400000US08059012039,8059012039,"Census Tract 120.39, Jefferson County, Colorado",1979,2
1400000US08059012041,8059012041,"Census Tract 120.41, Jefferson County, Colorado",1979,2
1400000US08059012042,8059012042,"Census Tract 120.42, Jefferson County, Colorado",1980,4
1400000US08059012043,8059012043,"Census Tract 120.43, Jefferson County, Colorado",1994,1
1400000US08059012044,8059012044,"Census Tract 120.44, Jefferson County, Colorado",1993,2
1400000US08059012045,8059012045,"Census Tract 120.45, Jefferson County, Colorado",1992,1
1400000US08059012046,8059012046,"Census Tract 120.46, Jefferson County, Colorado",1976,2
1400000US08059012047,8059012047,"Census Tract 120.47, Jefferson County, Colorado",1981,2
1400000US08059012048,8059012048,"Census Tract 120.48, Jefferson County, Colorado",1978,2
1400000US08059012049,8059012049,"Census Tract 120.49, Jefferson County, Colorado",1977,1
1400000US08059012050,8059012050,"Census Tract 120.50, Jefferson County, Colorado",1996,1
1400000US08059012051,8059012051,"Census Tract 120.51, Jefferson County, Colorado",1970,1
1400000US08059012052,8059012052,"Census Tract 120.52, Jefferson County, Colorado",1976,1
1400000US08059012053,8059012053,"Census Tract 120.53, Jefferson County, Colorado",1974,1
1400000US08059012054,8059012054,"Census Tract 120.54, Jefferson County, Colorado",1988,1
1400000US08059012055,8059012055,"Census Tract 120.55, Jefferson County, Colorado",1979,2
1400000US08059012057,8059012057,"Census Tract 120.57, Jefferson County, Colorado",1994,2
1400000US08059012058,8059012058,"Census Tract 120.58, Jefferson County, Colorado",1977,4
1400000US08059012059,8059012059,"Census Tract 120.59, Jefferson County, Colorado",1985,2
1400000US08059012060,8059012060,"Census Tract 120.60, Jefferson County, Colorado",1985,1
1400000US08059015800,8059015800,"Census Tract 158, Jefferson County, Colorado",1974,2
1400000US08059015900,8059015900,"Census Tract 159, Jefferson County, Colorado",1990,3
1400000US08059060300,8059060300,"Census Tract 603, Jefferson County, Colorado",1991,2
1400000US08059060400,8059060400,"Census Tract 604, Jefferson County, Colorado",1977,1
1400000US08059060500,8059060500,"Census Tract 605, Jefferson County, Colorado",2000,3
1400000US08059980000,8059980000,"Census Tract 9800, Jefferson County, Colorado",-,**
1400000US08059980400,8059980400,"Census Tract 9804, Jefferson County, Colorado",-,**
